mean_hold_time,std_hold_time,min_hold_time,max_hold_time,median_hold_time,hold_time_25th,hold_time_75th,mean_down_down_time,std_down_down_time,min_down_down_time,max_down_down_time,median_down_down_time,down_down_25th,down_down_75th,mean_up_down_time,std_up_down_time,min_up_down_time,max_up_down_time,shift_frequency,backspace_frequency,special_key_frequency,keystrokes_per_second,total_keystrokes,rhythm_consistency,user_id,is_chunk,parent_file
0.0917172378167174,0.0228264449372898,0.0124859809875488,0.1436457633972168,0.0918493270874023,0.0796921253204345,0.1067168712615966,0.2311516349965875,0.0996763161330267,0.0957477092742919,0.7132546901702881,0.21048104763031,0.1786147356033325,0.2473909854888916,0.142440272100044,0.095537726846579,0.0156748294830322,0.5803618431091309,0.0,0.0,0.0,7.537601447795627,267,10.02241853333962,nishant,,
0.0685019493103027,0.0121050214904114,0.0353631973266601,0.0892589092254638,0.0675921440124511,0.0641191005706787,0.0739970207214355,0.1868731464658464,0.1679834594863482,0.0032398700714111,0.7334549427032471,0.1699020862579345,0.0973256826400756,0.200242817401886,0.1515805210386003,0.1496481612033983,0.0129110813140869,0.6674361228942871,0.0,0.0,0.0,11.20421237878677,30,5.949425381033522,krish,True,krish_20250318_191858_20250318_191948.json
0.0704103469848632,0.0169670393332445,0.0315241813659668,0.0995619297027587,0.0721819400787353,0.060463547706604,0.080294132232666,0.2439192022596086,0.2105696774376995,0.0828421115875244,0.8650150299072266,0.1575409173965454,0.1413526535034179,0.2226953506469726,0.1733351264681135,0.2147730380637024,0.0146338939666748,0.8124599456787109,0.0,0.0,0.0,8.61364286531346,30,4.746767603969611,krish,True,krish_20250318_191858_20250318_191948.json
0.0932643072945731,0.0236210943011007,0.0495638847351074,0.1358149051666259,0.090016484260559,0.0822994112968444,0.1081379055976867,0.2701334953308105,0.1504301295193585,0.1148219108581543,0.6484746932983398,0.2295212745666504,0.1882160902023315,0.2604700326919555,0.1812911033630371,0.149570971320551,0.0331587791442871,0.5475730895996094,0.0,0.0,0.0,7.453292354845775,30,6.6431883317512055,nishant,True,nishant_20250318_200530_20250318_200846.json
0.0732454402106148,0.0165623913961971,0.0315241813659668,0.0995619297027587,0.0721765756607055,0.0671970844268798,0.0869392752647399,0.238194499697004,0.1954747452267956,0.1009650230407714,0.7944152355194092,0.1599843502044677,0.137521743774414,0.2187362909317016,0.1593597888946533,0.1923052910110073,0.0117290019989013,0.7264649868011475,0.0,0.0,0.0,8.782630776122524,30,5.1131346168461755,krish,True,krish_20250318_191858_20250318_191948.json
0.0989225810428835,0.0210235471387269,0.0634739398956298,0.1650428771972656,0.0958650112152099,0.0874910354614257,0.1072390079498291,0.5824322150303767,0.1929077207281676,0.2472450733184814,1.039250373840332,0.5419406890869141,0.4492954611778259,0.7021821737289429,0.4831042152184706,0.189369690823446,0.1738531589508056,0.923837184906006,0.0,0.0,0.0,3.490939827087241,106,5.181139885115796,slow,,
0.0899024645487467,0.0219710337094881,0.0495638847351074,0.1249647140502929,0.0876219272613525,0.0753309726715087,0.1075935363769531,0.282578808920724,0.1043642895237666,0.1808347702026367,0.5971369743347168,0.2535150051116943,0.2297689914703369,0.2975139617919922,0.1951807907649449,0.1148100368906945,0.072322130203247,0.5475730895996094,0.0,0.0,0.0,7.351016869542052,30,9.572649223565444,nishant,True,nishant_20250318_200530_20250318_200846.json
0.1189699854169573,0.025962104287293,0.0836889743804931,0.1658961772918701,0.1137199401855468,0.0977441668510437,0.1409341692924499,0.2606946400233677,0.2570201228645117,0.1004590988159179,1.0541479587554932,0.1638790369033813,0.1237993240356445,0.1876840591430664,0.1735032399495442,0.2410608085066266,0.002817153930664,0.9503278732299804,0.0,0.0,0.0,7.999813847105151,30,3.889232740165365,alvin,True,alvin_20250319_131646_20250319_131901.json
0.0713587284088134,0.0101014763307818,0.0500950813293457,0.0978600978851318,0.0690999031066894,0.0661138296127319,0.0769859552383422,0.1959911925452096,0.1703344809119388,0.0945847034454345,0.7862451076507568,0.1359425783157348,0.1140838861465454,0.1973406076431274,0.1246908562523978,0.1719444151730379,0.0172598361968994,0.7171452045440674,0.0,0.0,0.0,10.653208913233016,30,5.86735732493407,krish,True,krish_20250318_191858_20250318_191948.json
0.0920002290180751,0.0180291106353847,0.0515451431274414,0.1164901256561279,0.0962481498718261,0.082277238368988,0.1072145104408264,0.214546799659729,0.0648146220637847,0.1206820011138916,0.410114049911499,0.2066329717636108,0.1820172071456909,0.2320356369018554,0.1186459223429362,0.0588285073762679,0.03690767288208,0.3017432689666748,0.0,0.0,0.0,9.779338862950969,30,15.404849758154729,nishant,True,nishant_20250318_200530_20250318_200846.json
