user_id,key,press_time,release_time,hold_duration,latency,previous_key
user1,backspace,1741485914.113945,1741485914.253567,0.13962197303771973,0.48683691024780273,t
user1,ctrl,1741485914.354899,1741485915.075573,0.7206740379333496,0.10133194923400879,backspace
user1,t,1741485914.543214,1741485914.633403,0.09018898010253906,-0.5323588848114014,ctrl
user1,ctrl,1741485915.312274,1741485915.43521,0.12293601036071777,0.6788709163665771,t
user1,esc,1741485915.435281,1741485915.435314,3.2901763916015625e-05,7.104873657226562e-05,ctrl
user1,ctrl,1741485915.526059,1741485915.64897,0.12291097640991211,0.0907449722290039,esc
user1,esc,1741485915.649076,1741485915.64912,4.410743713378906e-05,0.00010609626770019531,ctrl
user1,ctrl,1741485915.93905,1741485916.570234,0.6311841011047363,0.2899298667907715,esc
user1,r,1741485916.219564,1741485916.273109,0.05354499816894531,-0.35067009925842285,ctrl
user1,t,1741485916.726216,1741485916.895369,0.16915297508239746,0.4531071186065674,r
user1,a,1741485916.928733,1741485917.082976,0.15424299240112305,0.033364057540893555,t
user1,i,1741485917.05276,1741485917.16384,0.11108016967773438,-0.030216217041015625,a
user1,l,1741485917.370169,1741485917.557874,0.18770503997802734,0.2063288688659668,i
user1,enter,1741485917.707735,1741485917.837774,0.13003897666931152,0.14986109733581543,l
user1,t,1741485918.886204,1741485919.047934,0.16173005104064941,1.0484299659729004,enter
user1,h,1741485919.017932,1741485919.145732,0.12779998779296875,-0.030002117156982422,t
user1,s,1741485919.205294,1741485919.311386,0.10609221458435059,0.059561967849731445,h
user1,i,1741485919.353116,1741485919.53664,0.18352389335632324,0.04172992706298828,s
user1,space,1741485919.67586,1741485919.831442,0.15558218955993652,0.1392199993133545,i
user1,i,1741485919.955655,1741485920.066091,0.11043596267700195,0.12421298027038574,space
user1,s,1741485920.074584,1741485920.189442,0.11485791206359863,0.00849294662475586,i
user1,space,1741485920.172274,1741485920.316729,0.1444549560546875,-0.01716780662536621,s
user1,i,1741485920.4476,1741485920.570844,0.12324404716491699,0.13087081909179688,space
user1,n,1741485920.606584,1741485920.73821,0.13162589073181152,0.03574013710021973,i
user1,s,1741485920.649451,1741485920.797966,0.148514986038208,-0.08875894546508789,n
user1,a,1741485921.166013,1741485921.343733,0.1777200698852539,0.36804699897766113,s
user1,ctrl,1741485926.220661,1741485926.63148,0.41081905364990234,4.876927852630615,a
user1,ctrl,1741485927.327319,1741486454.52992,527.2026011943817,0.6958389282226562,ctrl
user1,c,1741485927.703625,1741486453.722453,526.0188281536102,-526.8262951374054,ctrl
user1,alt,1741486416.727378,1741486416.845879,0.11850118637084961,-36.99507522583008,c
user1,up,1741486418.49878,1741486418.580094,0.0813140869140625,1.6529009342193604,alt
user1,a,1741486419.303747,1741486419.402151,0.0984041690826416,0.7236528396606445,up
user1,j,1741486420.327269,1741486421.114178,0.7869088649749756,0.9251179695129395,a
user1,d,1741486420.972482,1741486421.148751,0.1762690544128418,-0.14169597625732422,j
user1,f,1741486421.01983,1741486421.191595,0.17176508903503418,-0.1289210319519043,d
user1,a,1741486421.207173,1741486421.334315,0.12714195251464844,0.015578031539916992,f
user1,j,1741486422.388727,1741486423.741697,1.3529701232910156,1.0544118881225586,a
user1,d,1741486422.66893,1741486422.745954,0.07702398300170898,-1.0727670192718506,j
user1,d,1741486423.06053,1741486423.241168,0.18063807487487793,0.3145759105682373,d
user1,f,1741486423.228279,1741486423.426761,0.19848179817199707,-0.012888908386230469,d
user1,d,1741486423.383422,1741486423.525131,0.1417090892791748,-0.04333901405334473,f
user1,j,1741486423.925083,1741486424.587207,0.6621241569519043,0.3999519348144531,d
user1,d,1741486424.431067,1741486424.570115,0.13904809951782227,-0.15614008903503418,j
user1,a,1741486435.825746,1741486436.412359,0.5866129398345947,11.25563097000122,d
user1,h,1741486436.318511,1741486436.446702,0.1281909942626953,-0.09384799003601074,a
user1,a,1741486437.923396,1741486438.304657,0.38126087188720703,1.476694107055664,h
user1,h,1741486438.016793,1741486438.278735,0.26194190979003906,-0.28786396980285645,a
user1,d,1741486438.085276,1741486438.343793,0.2585170269012451,-0.19345903396606445,h
user1,s,1741486438.124271,1741486438.278399,0.1541280746459961,-0.21952199935913086,d
user1,l,1741486438.191148,1741486438.38717,0.19602203369140625,-0.08725094795227051,s
user1,f,1741486438.248389,1741486438.378567,0.13017797470092773,-0.13878107070922852,l
user1,j,1741486438.257202,1741486438.382877,0.12567520141601562,-0.12136507034301758,f
user1,a,1741486441.645089,1741486441.91596,0.2708711624145508,3.262211799621582,j
user1,s,1741486441.87735,1741486442.010639,0.13328886032104492,-0.038609981536865234,a
user1,d,1741486441.946046,1741486442.176918,0.23087191581726074,-0.06459283828735352,s
user1,a,1741486442.036553,1741486442.176808,0.14025521278381348,-0.1403651237487793,d
user1,d,1741486442.510812,1741486443.260682,0.7498700618743896,0.33400392532348633,a
user1,h,1741486443.044821,1741486443.201199,0.15637803077697754,-0.21586108207702637,d
user1,shift,1741486453.35189,1741486454.548412,1.1965219974517822,10.150691032409668,h
user1,c,1741486453.812209,1741486453.914322,0.10211300849914551,-0.7362031936645508,shift
user1,c,1741486453.974433,1741486454.103018,0.1285851001739502,0.060111045837402344,c
user1,ctrl,1741486457.545666,1741486458.395386,0.8497200012207031,3.442647933959961,c
user1,shift,1741486457.563084,1741486458.391263,0.828179121017456,-0.8323020935058594,ctrl
user1,v,1741486457.831435,1741486457.951568,0.1201329231262207,-0.5598280429840088,shift
user1,enter,1741486463.059081,1741486463.173271,0.11418986320495605,5.107513189315796,v
user1,ctrl,1741486528.953812,1741486530.618321,1.6645090579986572,65.78054094314575,enter
user1,c,1741486529.150597,1741486529.26583,0.11523294448852539,-1.4677238464355469,ctrl
user1,c,1741486529.342754,1741486529.45514,0.11238622665405273,0.07692384719848633,c
user1,c,1741486529.781833,1741486529.922666,0.14083313941955566,0.3266928195953369,c
user1,c,1741486530.020292,1741486530.139508,0.1192159652709961,0.0976259708404541,c
user1,l,1741486531.291496,1741486531.447114,0.15561795234680176,1.1519880294799805,c
user1,s,1741486531.38989,1741486531.49403,0.10414004325866699,-0.05722403526306152,l
user1,enter,1741486531.953032,1741486532.156903,0.2038710117340088,0.4590020179748535,s
user1,n,1741486533.06152,1741486533.206325,0.1448049545288086,0.9046170711517334,enter
user1,v,1741486533.163311,1741486533.317569,0.15425801277160645,-0.0430140495300293,n
user1,i,1741486533.345865,1741486533.421791,0.07592606544494629,0.02829599380493164,v
user1,m,1741486534.286921,1741486534.466768,0.17984700202941895,0.8651299476623535,i
user1,space,1741486534.51982,1741486534.630529,0.11070895195007324,0.05305194854736328,m
user1,c,1741486541.723592,1741486541.857684,0.13409185409545898,7.093063116073608,space
user1,o,1741486541.831661,1741486541.930464,0.09880304336547852,-0.026022911071777344,c
user1,n,1741486541.904649,1741486542.028144,0.12349486351013184,-0.02581501007080078,o
user1,v,1741486542.115261,1741486542.223096,0.1078348159790039,0.08711719512939453,n
user1,e,1741486542.279845,1741486542.471791,0.19194602966308594,0.05674910545349121,v
user1,r,1741486542.386187,1741486542.540037,0.15384984016418457,-0.08560395240783691,e
user1,t,1741486542.626892,1741486542.757763,0.13087081909179688,0.08685517311096191,r
user1,.,1741486542.947729,1741486543.149751,0.20202183723449707,0.18996620178222656,t
user1,p,1741486543.241427,1741486543.407287,0.16585993766784668,0.09167599678039551,.
user1,y,1741486543.360053,1741486543.50086,0.1408069133758545,-0.04723381996154785,p
user1,enter,1741486543.71377,1741486543.790099,0.07632899284362793,0.21290993690490723,y
user1,p,1741486544.111198,1741486544.214836,0.1036379337310791,0.32109904289245605,enter
user1,shift,1741486544.546735,1741486544.903175,0.35644006729125977,0.33189916610717773,p
user1,;,1741486544.669652,1741486544.809852,0.14019989967346191,-0.23352313041687012,shift
user1,w,1741486545.041455,1741486545.195845,0.1543898582458496,0.23160314559936523,;
user1,q,1741486545.384105,1741486545.561907,0.17780208587646484,0.18826007843017578,w
user1,enter,1741486545.645053,1741486545.772191,0.1271381378173828,0.0831458568572998,q
user1,p,1741486545.967572,1741486546.139051,0.1714789867401123,0.19538092613220215,enter
user1,y,1741486546.09171,1741486546.211635,0.11992502212524414,-0.04734086990356445,p
user1,t,1741486546.207432,1741486546.331268,0.12383604049682617,-0.004203081130981445,y
user1,tab,1741486546.335499,1741486546.55721,0.2217109203338623,0.004230976104736328,t
user1,space,1741486546.561468,1741486546.685816,0.12434816360473633,0.004257917404174805,tab
user1,c,1741486546.782182,1741486546.893715,0.11153292655944824,0.09636592864990234,space
user1,o,1741486546.833449,1741486546.940899,0.10745000839233398,-0.06026601791381836,c
user1,n,1741486546.89385,1741486547.03011,0.1362597942352295,-0.04704880714416504,o
user1,tab,1741486547.081285,1741486547.335122,0.25383710861206055,0.05117511749267578,n
user1,shift,1741486548.93843,1741486549.465789,0.5273590087890625,1.6033079624176025,tab
user1,7,1741486549.189777,1741486549.288077,0.09830021858215332,-0.2760121822357178,shift
user1,enter,1741486549.588579,1741486549.686147,0.09756803512573242,0.30050182342529297,7
user1,ctrl,1741486551.184345,1741486552.646999,1.4626538753509521,1.4981980323791504,enter
user1,c,1741486552.191371,1741486552.2768,0.08542895317077637,-0.4556279182434082,ctrl
user1,c,1741486552.378723,1741486552.485506,0.10678315162658691,0.10192298889160156,c
user1,s,1741486552.891738,1741486553.03589,0.14415216445922852,0.4062318801879883,c
user1,o,1741486552.949119,1741486553.151871,0.20275187492370605,-0.08677101135253906,s
user1,u,1741486553.070129,1741486553.198878,0.12874913215637207,-0.0817420482635498,o
user1,r,1741486553.151724,1741486553.296402,0.14467787742614746,-0.04715394973754883,u
user1,tab,1741486553.474479,1741486553.678326,0.20384693145751953,0.17807698249816895,r
user1,space,1741486553.869836,1741486554.013771,0.143934965133667,0.19151020050048828,tab
user1,.,1741486554.32709,1741486554.5062,0.17911005020141602,0.31331896781921387,space
user1,v,1741486554.489097,1741486554.586963,0.09786581993103027,-0.017102956771850586,.
user1,backspace,1741486555.001953,1741486555.103711,0.10175800323486328,0.4149899482727051,v
user1,backspace,1741486555.179752,1741486555.273584,0.09383177757263184,0.07604122161865234,backspace
user1,.,1741486555.449236,1741486555.572606,0.12337017059326172,0.17565202713012695,backspace
user1,.,1741486555.630797,1741486555.724383,0.09358620643615723,0.05819082260131836,.
user1,/,1741486555.823971,1741486555.996912,0.17294096946716309,0.09958791732788086,.
user1,.,1741486556.213516,1741486556.37038,0.15686392784118652,0.21660399436950684,/
user1,v,1741486556.407756,1741486556.522816,0.11505985260009766,0.03737616539001465,.
user1,e,1741486556.574062,1741486556.750581,0.17651891708374023,0.05124616622924805,v
user1,tab,1741486556.811775,1741486557.010437,0.19866204261779785,0.06119394302368164,e
user1,b,1741486557.12088,1741486557.227214,0.10633420944213867,0.1104428768157959,tab
user1,i,1741486557.205931,1741486557.316564,0.11063313484191895,-0.02128314971923828,b
user1,tab,1741486557.355743,1741486557.542821,0.18707799911499023,0.03917884826660156,i
user1,a,1741486557.686766,1741486557.823497,0.13673114776611328,0.14394497871398926,tab
user1,c,1741486557.88872,1741486558.003364,0.11464405059814453,0.06522297859191895,a
user1,tab,1741486558.111708,1741486558.340426,0.22871804237365723,0.10834383964538574,c
user1,enter,1741486558.450351,1741486558.544058,0.09370708465576172,0.1099250316619873,tab
user1,up,1741486559.087102,1741486559.230948,0.1438460350036621,0.543043851852417,enter
user1,up,1741486559.291609,1741486559.456839,0.16523003578186035,0.06066107749938965,up
user1,enter,1741486560.364919,1741486560.466728,0.10180902481079102,0.9080798625946045,up
user1,j,1741486563.656211,1741486563.817114,0.1609032154083252,3.1894829273223877,enter
user1,backspace,1741486564.228976,1741486564.343569,0.1145930290222168,0.4118618965148926,j
user1,backspace,1741486564.458129,1741486564.546097,0.08796811103820801,0.11455988883972168,backspace
user1,backspace,1741486564.670727,1741486564.84026,0.16953301429748535,0.12462997436523438,backspace
user1,backspace,1741486564.980367,1741486565.196665,0.21629810333251953,0.1401069164276123,backspace
user1,backspace,1741486565.253938,1741486565.543863,0.28992509841918945,0.057272911071777344,backspace
user1,backspace,1741486565.64518,1741486565.70905,0.06386995315551758,0.10131692886352539,backspace
user1,backspace,1741486565.910558,1741486566.062837,0.15227890014648438,0.2015080451965332,backspace
user1,backspace,1741486566.339902,1741486566.479862,0.13996005058288574,0.2770650386810303,backspace
user1,k,1741486569.546467,1741486569.844178,0.2977108955383301,3.0666050910949707,backspace
user1,l,1741486569.611363,1741486569.844335,0.2329721450805664,-0.23281502723693848,k
user1,j,1741486569.722543,1741486569.779258,0.05671501159667969,-0.12179207801818848,l
user1,;,1741486569.739944,1741486569.927115,0.18717098236083984,-0.03931403160095215,j
user1,j,1741486569.839955,1741486569.900089,0.060133934020996094,-0.08715987205505371,;
user1,l,1741486570.084268,1741486570.24315,0.15888190269470215,0.18417906761169434,j
user1,k,1741486570.088503,1741486570.256148,0.16764521598815918,-0.1546471118927002,l
user1,j,1741486570.156954,1741486570.225966,0.06901192665100098,-0.09919404983520508,k
user1,backspace,1741486570.425648,1741486571.274686,0.8490381240844727,0.19968199729919434,j
user1,alt,1741486571.236203,1741486571.372621,0.13641810417175293,-0.0384831428527832,backspace
user1,alt,1741486571.752941,1741486571.863727,0.11078619956970215,0.38031983375549316,alt
user1,alt,1741486574.826089,1741486576.638308,1.8122191429138184,2.9623618125915527,alt
user1,enter,1741486575.196189,1741486575.343066,0.14687705039978027,-1.4421191215515137,alt
user1,right,1741486576.087718,1741486576.2774,0.1896820068359375,0.7446520328521729,enter
user1,alt,1741486577.872099,1741486578.58396,0.7118611335754395,1.5946989059448242,right
user1,left,1741486578.088775,1741486578.244287,0.15551209449768066,-0.49518513679504395,alt
user1,l,1741486579.29285,1741486579.433677,0.14082694053649902,1.048563003540039,left
user1,s,1741486579.349529,1741486579.455098,0.10556888580322266,-0.08414793014526367,l
user1,enter,1741486579.525099,1741486579.63171,0.10661101341247559,0.07000112533569336,s
user1,z,1741486580.349174,1741486580.506652,0.15747809410095215,0.7174639701843262,enter
user1,space,1741486580.463796,1741486580.600085,0.13628911972045898,-0.04285621643066406,z
user1,m,1741486580.68714,1741486580.818209,0.13106894493103027,0.08705496788024902,space
user1,i,1741486580.852339,1741486581.022623,0.17028403282165527,0.034130096435546875,m
user1,n,1741486581.045673,1741486581.16966,0.12398719787597656,0.02304983139038086,i
user1,i,1741486581.148253,1741486581.277855,0.12960195541381836,-0.021407127380371094,n
user1,enter,1741486581.373373,1741486581.483799,0.11042594909667969,0.09551811218261719,i
user1,l,1741486581.590634,1741486581.735421,0.14478683471679688,0.10683512687683105,enter
user1,s,1741486581.70111,1741486581.824957,0.12384700775146484,-0.03431105613708496,l
user1,enter,1741486581.773946,1741486581.926955,0.15300893783569336,-0.051010847091674805,s
user1,c,1741486583.548315,1741486583.67541,0.12709498405456543,1.6213600635528564,enter
user1,d,1741486583.793581,1741486583.942957,0.14937591552734375,0.11817097663879395,c
user1,space,1741486584.043937,1741486584.220111,0.17617392539978027,0.10098004341125488,d
user1,t,1741486584.357085,1741486584.430265,0.07317996025085449,0.13697409629821777,space
user1,r,1741486584.625539,1741486584.782893,0.15735387802124023,0.19527411460876465,t
user1,tab,1741486584.821517,1741486585.021409,0.1998920440673828,0.03862404823303223,r
user1,enter,1741486585.140135,1741486585.258775,0.11863994598388672,0.11872601509094238,tab
user1,l,1741486585.375927,1741486585.520683,0.14475607872009277,0.11715197563171387,enter
user1,s,1741486585.537897,1741486585.674384,0.13648700714111328,0.017214059829711914,l
user1,enter,1741486585.670223,1741486585.798881,0.12865805625915527,-0.00416111946105957,s
user1,z,1741486588.659231,1741486588.807424,0.1481931209564209,2.8603498935699463,enter
user1,backspace,1741486589.350643,1741486589.481872,0.13122916221618652,0.5432188510894775,z
user1,c,1741486589.630734,1741486589.7337,0.1029660701751709,0.14886188507080078,backspace
user1,s,1741486589.858863,1741486589.991362,0.13249897956848145,0.12516307830810547,c
user1,v,1741486590.081221,1741486590.195689,0.11446785926818848,0.0898590087890625,s
user1,l,1741486590.347092,1741486590.4751,0.12800812721252441,0.15140295028686523,v
user1,e,1741486590.406572,1741486590.543076,0.1365039348602295,-0.0685279369354248,l
user1,tab,1741486590.615783,1741486590.81247,0.1966869831085205,0.07270693778991699,e
user1,k,1741486591.124405,1741486591.230662,0.10625720024108887,0.3119349479675293,tab
user1,e,1741486591.352185,1741486591.479158,0.12697291374206543,0.12152290344238281,k
user1,y,1741486591.591452,1741486591.710243,0.11879110336303711,0.11229395866394043,e
user1,tab,1741486591.741637,1741486591.988693,0.2470560073852539,0.031394004821777344,y
user1,enter,1741486592.252865,1741486592.396826,0.14396095275878906,0.2641720771789551,tab
user1,j,1741486593.538446,1741486593.661448,0.1230020523071289,1.1416199207305908,enter
user1,l,1741486593.785398,1741486594.501526,0.7161281108856201,0.12395000457763672,j
user1,alt,1741486594.688539,1741486596.064249,1.3757100105285645,0.1870129108428955,l
user1,up,1741486594.852905,1741486595.060347,0.207442045211792,-1.2113440036773682,alt
user1,h,1741486596.224207,1741486596.331097,0.10688996315002441,1.1638598442077637,up
user1,h,1741486596.441392,1741486596.565599,0.1242070198059082,0.11029505729675293,h
user1,h,1741486596.672018,1741486596.797523,0.1255049705505371,0.10641908645629883,h
user1,h,1741486596.895829,1741486596.985133,0.08930397033691406,0.09830594062805176,h
user1,l,1741486599.628771,1741486599.731291,0.10251998901367188,2.6436381340026855,h
user1,l,1741486600.961968,1741486601.107339,0.1453709602355957,1.2306768894195557,l
user1,l,1741486601.464207,1741486601.59309,0.12888312339782715,0.35686802864074707,l
user1,l,1741486601.856223,1741486601.991819,0.13559579849243164,0.26313304901123047,l
user1,h,1741486602.392619,1741486602.523953,0.1313340663909912,0.4007999897003174,l
user1,h,1741486602.631072,1741486603.379852,0.7487800121307373,0.10711908340454102,h
user1,l,1741486604.721917,1741486605.456223,0.7343060970306396,1.3420648574829102,h
user1,h,1741486609.321644,1741486609.415183,0.09353899955749512,3.8654210567474365,l
user1,h,1741486609.674104,1741486609.750882,0.07677793502807617,0.25892090797424316,h
user1,h,1741486609.855313,1741486610.007828,0.15251493453979492,0.10443115234375,h
user1,h,1741486610.127185,1741486610.191017,0.06383180618286133,0.11935710906982422,h
user1,j,1741486611.165666,1741486611.777642,0.611975908279419,0.97464919090271,h
user1,l,1741486612.543504,1741486612.667803,0.1242990493774414,0.765861988067627,j
user1,l,1741486612.988069,1741486613.106975,0.11890602111816406,0.3202660083770752,l
user1,l,1741486613.824238,1741486613.947444,0.12320590019226074,0.7172629833221436,l
user1,l,1741486614.063733,1741486614.169707,0.10597395896911621,0.11628913879394531,l
user1,h,1741486614.358271,1741486615.226096,0.8678250312805176,0.18856382369995117,l
user1,ctrl,1741486619.433561,1741486619.955142,0.5215809345245361,4.207465171813965,h
user1,t,1741486619.670796,1741486619.760172,0.08937597274780273,-0.2843461036682129,ctrl
user1,d,1741486620.204611,1741486620.317425,0.11281394958496094,0.444439172744751,t
user1,o,1741486620.291492,1741486620.399187,0.10769510269165039,-0.025933027267456055,d
user1,c,1741486620.488935,1741486620.599306,0.11037111282348633,0.08974790573120117,o
user1,s,1741486620.675588,1741486620.821453,0.14586520195007324,0.07628178596496582,c
user1,enter,1741486621.121105,1741486621.227814,0.10670900344848633,0.2996518611907959,s
user1,alt,1741486623.921766,1741486624.244458,0.3226919174194336,2.6939520835876465,enter
user1,enter,1741486624.032471,1741486624.140675,0.10820412635803223,-0.21198701858520508,alt
user1,z,1741486625.641466,1741486625.76878,0.12731409072875977,1.5007908344268799,enter
user1,space,1741486625.747227,1741486625.879042,0.13181495666503906,-0.02155303955078125,z
user1,m,1741486625.918909,1741486626.020906,0.10199689865112305,0.03986716270446777,space
user1,i,1741486626.063918,1741486626.168122,0.10420393943786621,0.043012142181396484,m
user1,n,1741486626.155336,1741486626.284112,0.12877607345581055,-0.012786149978637695,i
user1,i,1741486626.292583,1741486626.360633,0.06804990768432617,0.008471012115478516,n
user1,enter,1741486627.020088,1741486627.145714,0.1256260871887207,0.6594550609588623,i
user1,l,1741486627.358303,1741486627.496385,0.13808202743530273,0.21258902549743652,enter
user1,s,1741486627.423444,1741486627.539269,0.11582493782043457,-0.07294106483459473,l
user1,enter,1741486627.564274,1741486627.695817,0.13154292106628418,0.025005102157592773,s
user1,z,1741486628.11421,1741486628.254197,0.13998699188232422,0.4183928966522217,enter
user1,space,1741486628.258391,1741486628.398927,0.14053606986999512,0.004194021224975586,z
user1,a,1741486628.489743,1741486628.63404,0.14429712295532227,0.09081602096557617,space
user1,i,1741486628.625495,1741486628.749038,0.12354302406311035,-0.008545160293579102,a
user1,e,1741486628.768395,1741486628.866163,0.09776806831359863,0.019356966018676758,i
user1,s,1741486628.892536,1741486629.028917,0.1363811492919922,0.026372909545898438,e
user1,enter,1741486629.033121,1741486629.149227,0.11610579490661621,0.0042040348052978516,s
user1,l,1741486629.24143,1741486629.382163,0.140733003616333,0.09220314025878906,enter
user1,s,1741486629.347644,1741486629.463147,0.11550283432006836,-0.03451895713806152,l
user1,enter,1741486629.454682,1741486629.5946,0.13991785049438477,-0.008464813232421875,s
user1,c,1741486630.506861,1741486630.604224,0.09736299514770508,0.9122610092163086,enter
user1,d,1741486630.682541,1741486630.823045,0.1405041217803955,0.07831692695617676,c
user1,space,1741486630.78441,1741486630.895768,0.1113579273223877,-0.0386350154876709,d
user1,.,1741486630.887251,1741486631.023052,0.13580107688903809,-0.008517026901245117,space
user1,.,1741486631.086737,1741486631.205382,0.11864519119262695,0.06368494033813477,.
user1,/,1741486631.351506,1741486631.525294,0.17378807067871094,0.14612388610839844,.
user1,enter,1741486632.338117,1741486632.448259,0.11014223098754883,0.8128228187561035,/
user1,l,1741486632.573958,1741486632.74118,0.1672220230102539,0.12569880485534668,enter
user1,s,1741486632.719802,1741486632.839592,0.11979007720947266,-0.021378040313720703,l
user1,enter,1741486632.835311,1741486632.964519,0.12920808792114258,-0.004281044006347656,s
user1,c,1741486633.344931,1741486633.434133,0.0892021656036377,0.38041186332702637,enter
user1,d,1741486633.533899,1741486633.658228,0.1243288516998291,0.09976601600646973,c
user1,space,1741486633.636864,1741486633.768866,0.1320021152496338,-0.02136397361755371,d
user1,.,1741486633.995721,1741486634.084956,0.08923482894897461,0.22685503959655762,space
