mean_hold_time,std_hold_time,min_hold_time,max_hold_time,median_hold_time,hold_time_25th,hold_time_75th,mean_down_down_time,std_down_down_time,min_down_down_time,max_down_down_time,median_down_down_time,down_down_25th,down_down_75th,mean_up_down_time,std_up_down_time,min_up_down_time,max_up_down_time,shift_frequency,backspace_frequency,special_key_frequency,keystrokes_per_second,total_keystrokes,rhythm_consistency,user_id,is_chunk,parent_file
0.0934562683105468,0.0328487923435741,0.0229477882385253,0.143110990524292,0.0954229831695556,0.0800299644470214,0.11629319190979,0.21624527658735,0.1915131636952477,0.0933060646057128,0.8835780620574951,0.1593619585037231,0.1380521059036255,0.1989328861236572,0.1191895643870035,0.1761244250289858,0.0031769275665283,0.751255989074707,0.0,0.0,0.0,9.770867174991375,30,5.218848124602003,ayushmac,True,ayushmac_20250323_111717_20250323_112042.json
0.1365683419363839,0.0321008525300027,0.0722589492797851,0.1975820064544677,0.1331084966659546,0.1165505051612854,0.1564283967018127,0.1820637839181082,0.0798460572907834,0.0950958728790283,0.3586900234222412,0.174138069152832,0.1191427111625671,0.1851167678833007,0.1526980876922607,0.0941560025491526,0.0208780765533447,0.3474152088165283,0.0,0.2666666666666666,0.0,11.520091406975276,30,12.508434235383922,ayush,True,ayush_20250318_062130_20250318_062302.json
0.1333059583391462,0.0210353932622784,0.0904579162597656,0.1739950180053711,0.1319605112075805,0.1198816895484924,0.1439231634140014,0.1599264315196446,0.077358277522822,0.0383601188659668,0.3391728401184082,0.1404590606689453,0.1230604648590087,0.1631075739860534,0.1133925403867449,0.0862101071471627,0.0044350624084472,0.2487149238586425,0.0,0.0666666666666666,0.0,13.321934316465011,30,12.910176058399486,ayush,True,ayush_20250318_053448_20250318_054029.json
0.1228761332375662,0.0301921981354195,0.0648949146270752,0.1793107986450195,0.1276620626449585,0.1070552468299865,0.142913281917572,0.1650521414620535,0.0736872107412023,0.0609149932861328,0.3616020679473877,0.1693904399871826,0.1136554479598999,0.2019459009170532,0.1043922901153564,0.0667107838991039,0.0240459442138671,0.251410961151123,0.0,0.0,0.0,12.982910272326263,30,13.552484095209282,ayush,True,ayush_20250318_061304_20250318_061420.json
0.137276257787432,0.0303431271919788,0.1018400192260742,0.2101819515228271,0.1303150653839111,0.1117279529571533,0.1562856435775756,0.1721255608967372,0.0663584993806607,0.055649995803833,0.3256838321685791,0.1631864309310913,0.1454214453697204,0.1924408078193664,0.0771397590637207,0.0634578898052885,0.0043668746948242,0.2112050056457519,0.0,0.0,0.0,12.145301015519513,30,15.046984348415744,ayush,True,ayush_20250318_061538_20250318_061748.json
0.1480414697102137,0.0388644322598162,0.0556559562683105,0.2214980125427246,0.1529979705810547,0.1299814581871032,0.1610834598541259,0.3277640683310373,0.2265601415461328,0.1407620906829834,1.013489007949829,0.2539154291152954,0.2050377130508422,0.3482527732849121,0.2610756238301595,0.2895996855390462,0.0305399894714355,1.0223519802093506,0.0,0.0,0.0,6.494579158856566,30,4.411891712317081,dvit,True,dvit_20250318_123124_20250318_123356.json
0.1291794947215489,0.0265281009810994,0.0896739959716796,0.1912310123443603,0.1313949823379516,0.1060364246368408,0.1424632668495178,0.2327418497630528,0.132230718409586,0.0553529262542724,0.5369000434875488,0.2090145349502563,0.1538479328155517,0.2505810856819153,0.1302111489432198,0.1235157740057093,0.0043129920959472,0.3922410011291504,0.0,0.0,0.0,9.207012598029614,30,7.556824386797555,parth,True,parth_20250318_121930_20250318_122847.json
0.1632879098256429,0.0195207491837337,0.1313109397888183,0.1987459659576416,0.1650238037109375,0.1524244546890258,0.1758816242218017,0.6732062101364136,0.0990427629080669,0.5327050685882568,0.9363110065460204,0.6572790145874023,0.6217982172966003,0.7096644043922424,0.5076342310224261,0.1037950757665197,0.3665521144866943,0.7689011096954346,0.0,0.0,0.0,3.1393238578131575,30,10.086464918546596,slow,True,slow_ayush_20250318_060345_20250318_060440.json
0.1315593208585466,0.0279964774960508,0.0915350914001464,0.188025951385498,0.1235535144805908,0.1104971170425415,0.1530633568763733,0.1583792050679524,0.0851916337904113,0.0553028583526611,0.3769571781158447,0.1371879577636718,0.0833415985107421,0.2040274143218994,0.1220625298363821,0.0763309194078758,0.0201830863952636,0.2768411636352539,0.0,0.0,0.0,12.6279204340109,30,11.724479360511705,ayush,True,ayush_20250318_053448_20250318_054029.json
0.1367996056874593,0.0248049679567764,0.1062920093536377,0.2006301879882812,0.135416030883789,0.1177128553390502,0.1529420614242553,0.1395872831344604,0.0511064542736413,0.0763969421386718,0.2666900157928467,0.1323939561843872,0.0997481346130371,0.1575000882148742,0.0829052073614937,0.0620967448293801,0.0044009685516357,0.2441110610961914,0.0,0.0666666666666666,0.0,14.346941644606792,30,19.528788200333405,ayush,True,ayush_20250318_061538_20250318_061748.json
